Date,Day,T.Max,Smx,T.Min,Smn,Rain,Srn,Evap,Sev,Radn,Ssl,VP,Svp,RHmaxT,RHminT,Date2
20210518,138,22.2,0,10.9,0,0,0,2,25,15.3,42,11.7,0,43.7,89.8,18/05/2021
20210519,139,22.6,0,13.4,0,0,0,2.2,25,11.9,42,15.1,0,55.1,98.3,19/05/2021
20210520,140,23.3,0,12.3,0,0.2,0,2.3,25,15.1,42,15.3,0,53.5,100,20/05/2021
20210521,141,23,0,11.8,0,0,0,2.2,25,14.9,42,14.6,0,52,100,21/05/2021
20210522,142,23.4,0,12.6,0,0,0,2.2,25,14.6,42,15,0,52.1,100,22/05/2021
20210523,143,23.4,0,12.8,0,0,0,2.7,25,13.5,42,15.7,0,54.6,100,23/05/2021
20210524,144,23.7,0,12.7,0,0,0,2.2,25,12,42,15.9,0,54.3,100,24/05/2021
20210525,145,23.1,0,12.7,0,0,0,1.4,25,14.7,42,15.9,0,56.3,100,25/05/2021
20210526,146,23.5,0,11,0,0,0,2.5,25,14.6,42,16.8,0,58,100,26/05/2021
20210527,147,23.5,0,12.9,0,0,0,0,0,13.8,42,15.2,0,52.5,100,27/05/2021
20210528,148,21,0,9.3,0,0,0,2.5,25,14.5,42,10.2,0,41,87.1,28/05/2021
20210529,149,20.9,0,8.5,0,0,0,1.8,25,12.2,42,8.8,0,35.6,79.3,29/05/2021
20210530,150,21.2,0,10,0,0,0,2.2,25,13,42,10.3,0,40.9,83.9,30/05/2021
20210531,151,21.2,0,11.2,0,0,0,1.8,25,13.1,42,12,0,47.7,90.3,31/05/2021
20210601,152,23.3,0,10.8,0,0,0,1.8,25,13.7,42,13.2,0,46.2,100,1/06/2021
20210602,153,22.6,0,12.2,0,0,0,1.3,25,11.9,42,15.8,0,57.6,100,2/06/2021
20210603,154,21.4,0,14.2,0,0,0,1.6,25,8.4,42,17.1,0,67.1,100,3/06/2021
20210604,155,21.7,0,12.2,0,8.6,0,3.4,25,14.1,42,13.8,0,53.2,97.2,4/06/2021
20210605,156,21.6,0,9.7,0,0,0,2.4,25,14.1,42,10.9,0,42.3,90.6,5/06/2021
20210606,157,21.4,0,7.5,0,0,0,2.6,25,14.1,42,11.6,0,45.5,100,6/06/2021
20210607,158,21.1,0,9.3,0,0,0,2,25,14,42,11.5,0,46,98.2,7/06/2021
20210608,159,20,0,9.8,0,0.2,0,1.4,25,10.5,42,14.2,0,60.8,100,8/06/2021
20210609,160,18.2,0,13.9,0,1.2,0,3.2,25,8.9,42,13.3,0,63.7,83.8,9/06/2021
20210610,161,17.6,0,5.5,0,0,0,2.8,25,14,42,8.3,0,41.3,91.9,10/06/2021
20210611,162,19,0,6.4,0,0,0,2.3,25,13.3,42,7.8,0,35.5,81.2,11/06/2021
20210612,163,21.3,0,6.2,0,0,0,2.3,25,13.8,42,11.8,0,46.6,100,12/06/2021
20210613,164,22.3,0,6.7,0,0,0,1.9,25,13.7,42,11.1,0,41.2,100,13/06/2021
20210614,165,21.3,0,6.9,0,0,0,1.9,25,13.8,42,11.7,0,46.2,100,14/06/2021
20210615,166,20.9,0,10.5,0,0,0,1.9,25,10.4,42,13.2,0,53.4,100,15/06/2021
20210616,167,22.7,0,10.8,0,7,0,1.6,25,13.6,42,14.4,0,52.2,100,16/06/2021
20210617,168,23.9,0,12.5,0,0,0,4.5,25,13.9,42,16.8,0,56.7,100,17/06/2021
20210618,169,21.3,0,9,0,0,0,4.2,25,13.8,42,9,0,35.5,78.4,18/06/2021
20210619,170,19.4,0,10.9,0,0,0,3.5,25,13.9,42,9.4,0,41.7,72.1,19/06/2021
20210620,171,22.2,0,7.5,0,0,0,1.7,25,13.7,42,10.9,0,40.7,100,20/06/2021
20210621,172,21.8,0,9.1,0,0,0,1.9,25,13.8,42,11.6,0,44.4,100,21/06/2021
20210622,173,21.2,0,10,0,0,0,1.8,25,13.4,42,13.4,0,53.2,100,22/06/2021
20210623,174,21.7,0,12.2,0,0.4,0,1.9,25,12.1,42,16.3,0,62.8,100,23/06/2021
20210624,175,23.5,0,15,0,1,0,1.5,25,10.8,42,17.5,0,60.5,100,24/06/2021
20210625,176,19,0,16.5,0,4.2,0,1,25,5,42,19.4,0,88.3,100,25/06/2021
20210626,177,17.5,0,15.6,0,4.2,0,2,25,3.7,42,14.6,0,73,82.4,26/06/2021
20210627,178,21.1,0,10.4,0,0,0,2.7,25,13.7,42,9.7,0,38.8,77,27/06/2021
20210628,179,21.4,0,9.2,0,0,0,2,25,13.9,42,11.4,0,44.7,98,28/06/2021
20210629,180,21.6,0,10.9,0,0,0,1.4,25,12.8,42,14.3,0,55.4,100,29/06/2021
20210630,181,21.4,0,12.9,0,2,0,1,25,12.8,42,16.4,0,64.4,100,30/06/2021
20210701,182,19.3,0,11.3,0,0.4,0,1.7,25,10.2,42,16.1,0,72,100,1/07/2021
20210702,183,22.2,0,14.7,0,4.4,0,1.5,25,9.2,42,19.7,0,73.6,100,2/07/2021
20210703,184,18.2,0,15.9,0,13,0,0.4,25,4.6,42,18.3,0,87.6,100,3/07/2021
20210704,185,22,0,13.4,0,6,0,3,25,12.7,42,16.6,0,62.8,100,4/07/2021
20210705,186,19.4,0,8.2,0,0,0,2.3,25,13.3,42,10.4,0,46.2,95.7,5/07/2021
20210706,187,19.6,0,9.2,0,0,0,1.9,25,13,42,8.8,0,38.6,75.7,6/07/2021
20210707,188,19.9,0,8.1,0,0,0,1.7,25,14.1,42,11.7,0,50.4,100,7/07/2021
20210708,189,19.8,0,9.5,0,0,0,1.5,25,10.7,42,11.2,0,48.5,94.4,8/07/2021
20210709,190,21.6,0,12.8,0,12.6,0,1.8,25,8.9,42,17.8,0,69,100,9/07/2021
20210710,191,20.3,0,10.4,0,1.2,0,2.3,25,14.4,42,10.2,0,42.8,80.9,10/07/2021
20210711,192,21.9,0,8.2,0,0,0,2,25,14.2,42,11.2,0,42.6,100,11/07/2021
20210712,193,20,0,10.4,0,0,0,1.4,25,13,42,12,0,51.3,95.2,12/07/2021
20210713,194,21.2,0,10.1,0,0,0,1.5,25,13.8,42,13.8,0,54.8,100,13/07/2021
20210714,195,21.1,0,11.3,0,0,0,2.3,25,13.6,42,14.3,0,57.2,100,14/07/2021
20210715,196,24.4,0,13.4,0,0,0,2.3,25,11.2,42,16.4,0,53.7,100,15/07/2021
20210716,197,27.3,0,16.5,0,0,0,3.4,25,8.3,42,19.9,0,54.9,100,16/07/2021
20210717,198,21.5,0,13.4,0,0,0,6,25,14.9,42,7.1,0,27.7,46.2,17/07/2021
20210718,199,20.1,0,8.8,0,0,0,3.6,25,14.9,42,7,0,29.8,61.8,18/07/2021
20210719,200,20.7,0,5.5,0,0,0,2.7,25,14.9,42,10.3,0,42.2,100,19/07/2021
20210720,201,19.6,0,6.3,0,0,0,3.5,25,15,42,9.1,0,39.9,95.4,20/07/2021
20210721,202,17.1,0,9.1,0,0,0,2.7,25,15.1,42,8.4,0,43.1,72.7,21/07/2021
20210722,203,19.4,0,4.3,0,0,0,1.7,25,15.2,42,8.2,0,36.4,98.8,22/07/2021
20210723,204,19.2,0,8.5,0,0,0,1.5,25,9.6,42,12,0,54,100,23/07/2021
20210724,205,22.7,0,11,0,8.4,0,3.8,25,15.4,42,16.5,0,59.8,100,24/07/2021
20210725,206,21.2,0,8.9,0,0,0,4.6,25,15.5,42,7.5,0,29.8,65.8,25/07/2021
20210726,207,21.1,0,5.5,0,0,0,2.6,25,15.2,42,7.4,0,29.6,82,26/07/2021
20210727,208,21.1,0,5.2,0,0,0,2.4,25,15.7,42,10.9,0,43.6,100,27/07/2021
20210728,209,22.6,0,9.1,0,0,0,2.9,25,15.7,42,14.3,0,52.2,100,28/07/2021
20210729,210,26,0,14.5,0,0,0,3.9,25,15.3,42,16.2,0,48.2,98.2,29/07/2021
20210730,211,20.8,0,8.9,0,0,0,2.6,25,15.9,42,9,0,36.7,79,30/07/2021
20210731,212,21.3,0,7.7,0,0,0,2.1,25,16,42,12.6,0,49.8,100,31/07/2021
20210801,213,23.3,0,8.8,0,0,0,3.9,25,16.1,42,15.2,0,53.2,100,1/08/2021
20210802,214,23.5,0,12.5,0,0,0,2.3,25,15.9,42,19,0,65.6,100,2/08/2021
20210803,215,23.3,0,15.5,0,0,0,3.2,25,10.4,42,20,0,69.9,100,3/08/2021
20210804,216,20.6,0,9.8,0,0,0,4.5,25,16.5,42,7.4,0,30.5,61.1,4/08/2021
20210805,217,20.8,0,7.2,0,0,0,3.4,25,16.6,42,7.5,0,30.5,73.9,5/08/2021
20210806,218,21.4,0,7.2,0,0,0,2.6,25,16.6,42,10.2,0,40,100,6/08/2021
20210807,219,21.5,0,7.2,0,0,0,3.2,25,15.5,42,11.4,0,44.5,100,7/08/2021
20210808,220,22.1,0,5.1,0,0,0,2.8,25,16.5,42,10.2,0,38.4,100,8/08/2021
20210809,221,21.1,0,14,0,0.6,0,1.4,25,13.4,42,15.7,0,62.8,98.3,9/08/2021
20210810,222,21.3,0,11.1,0,0,0,1.9,25,13.7,42,13.4,0,52.9,100,10/08/2021
20210811,223,22,0,10.7,0,0.2,0,2.6,25,16,42,15.2,0,57.5,100,11/08/2021
20210812,224,22.9,0,10.8,0,0.2,0,3,25,17.3,42,16.8,0,60.2,100,12/08/2021
20210813,225,23.9,0,14,0,0,0,2.8,25,17.1,42,17.3,0,58.3,100,13/08/2021
20210814,226,23.9,0,14.9,0,0,0,2.1,25,15.7,42,17.8,0,60,100,14/08/2021
20210815,227,23.7,0,13.1,0,0,0,2.9,25,17.3,42,18,0,61.4,100,15/08/2021
20210816,228,27.2,0,12.4,0,0,0,3.8,25,17.3,42,18.2,0,50.5,100,16/08/2021
20210817,229,23.6,0,8.6,0,0,0,3.3,25,17.9,42,8.4,0,28.8,75.2,17/08/2021
20210818,230,19,0,12.6,0,0,0,3.1,25,7.4,42,14.2,0,64.7,97.4,18/08/2021
20210819,231,21.9,0,9.2,0,1,0,2.9,25,18,42,13.8,0,52.5,100,19/08/2021
20210820,232,23.6,0,11.4,0,0,0,2.7,25,18.3,42,13.9,0,47.7,100,20/08/2021
20210821,233,24.1,0,11.5,0,0,0,3,25,18.5,42,15.9,0,53,100,21/08/2021
20210822,234,24.1,0,11.8,0,0,0,4.2,25,18.6,42,15.5,0,51.7,100,22/08/2021
20210823,235,24.2,0,12.7,0,0,0,2.7,25,18.6,42,17.8,0,59,100,23/08/2021
20210824,236,21.4,0,14.4,0,0.8,0,4.6,25,14.9,42,14.4,0,56.5,87.8,24/08/2021
20210825,237,21,0,9.1,0,2.4,0,5.3,25,19,42,7.8,0,31.4,67.5,25/08/2021
20210826,238,22.1,0,7.5,0,0,0,3.7,25,19,42,7,0,26.3,67.6,26/08/2021
20210827,239,23.6,0,6.5,0,0,0,3.7,25,19.3,42,7.5,0,25.8,77.5,27/08/2021
20210828,240,22.7,0,7,0,0,0,3.9,25,19.4,42,8.2,0,29.7,81.9,28/08/2021
20210829,241,22.7,0,9.1,0,0,0,4.1,25,17.7,42,8.7,0,31.5,75.3,29/08/2021
20210830,242,24.9,0,10.8,0,3,0,3.9,25,19.6,42,12.1,0,38.4,93.5,30/08/2021
20210831,243,24.5,0,13.4,0,0,0,3,25,15.6,42,15.7,0,51.1,100,31/08/2021
20210901,244,24.7,0,15.4,0,0,0,2.6,25,19,42,18.8,0,60.4,100,1/09/2021
20210902,245,22.9,0,17,0,2.6,0,4.3,25,19.8,42,15.9,0,57,82.1,2/09/2021
20210903,246,23.6,0,14.6,0,0.8,0,3.5,25,18,42,17.8,0,61.1,100,3/09/2021
20210904,247,23.8,0,13.2,0,2.4,0,3.6,25,19.7,42,18,0,61.1,100,4/09/2021
20210905,248,24.2,0,15.1,0,0,0,3.1,25,11.8,42,16.8,0,55.6,97.9,5/09/2021
20210906,249,22.4,0,10.5,0,1.4,0,4,25,19.6,42,8.5,0,31.4,67,6/09/2021
20210907,250,23.3,0,10,0,0,0,3.8,25,20.8,42,7.3,0,25.5,59.5,7/09/2021
20210908,251,22.8,0,8.3,0,0,0,3.7,25,20.8,42,12.3,0,44.3,100,8/09/2021
20210909,252,23.6,0,11.7,0,0,0,3.8,25,20.7,42,14.2,0,48.8,100,9/09/2021
20210910,253,26.2,0,10.3,0,0,0,4.8,25,21.1,42,14.5,0,42.6,100,10/09/2021
20210911,254,23.8,0,11.3,0,0,0,4.8,25,21.4,42,13.3,0,45.1,99.4,11/09/2021
20210912,255,25,0,11.3,0,0,0,7,25,21.5,42,14.8,0,46.7,100,12/09/2021
20210913,256,26.5,0,16.7,0,0,0,5.7,25,18.8,42,18.1,0,52.3,95.3,13/09/2021
20210914,257,23.2,0,11.7,0,0.2,0,5.2,25,21.7,42,6.7,0,23.6,48.8,14/09/2021
20210915,258,22.4,0,8,0,0,0,4.3,25,21.8,42,8.5,0,31.4,79.3,15/09/2021
20210916,259,22.7,0,10.8,0,0,0,3.8,25,21.9,42,11.1,0,40.3,85.8,16/09/2021
20210917,260,23.5,0,11,0,0,0,4.3,25,22,42,13,0,44.9,99.1,17/09/2021
20210918,261,23.9,0,13.3,0,0,0,4.6,25,21.9,42,15.2,0,51.3,99.6,18/09/2021
20210919,262,26.6,0,15.7,0,0,0,5.7,25,22.4,42,13.6,0,39.1,76.3,19/09/2021
20210920,263,24.9,0,14,0,0,0,5.1,25,22.4,42,17.7,0,56.2,100,20/09/2021
20210921,264,25.7,0,18.1,0,0,0,7.7,25,22.4,42,9,0,27.3,43.4,21/09/2021
20210922,265,21.8,0,9.1,0,0,0,4.5,25,22.9,42,7.2,0,27.6,62.3,22/09/2021
20210923,266,24.6,0,9.3,0,0,0,4.6,25,23.1,42,12,0,38.8,100,23/09/2021
20210924,267,25,0,11.3,0,0,0,5.4,25,23.2,42,13.8,0,43.6,100,24/09/2021
20210925,268,26.1,0,11.2,0,0,0,5.5,25,22.9,42,13.8,0,40.8,100,25/09/2021
20210926,269,24.3,0,16,0,0,0,4.8,25,16.9,42,16.4,0,54,90.3,26/09/2021
20210927,270,20.8,0,15,0,5.2,0,3.1,25,9.9,42,13.9,0,56.6,81.6,27/09/2021
20210928,271,22.2,0,17.2,0,0,0,2.3,25,15.4,42,12.2,0,45.6,62.2,28/09/2021
20210929,272,23.9,0,15.3,0,0,0,1.6,25,12.8,42,14.3,0,48.2,82.3,29/09/2021
20210930,273,25.1,0,16.7,0,1.8,0,3.7,25,19.5,42,18.3,0,57.4,96.3,30/09/2021
20211001,274,25,0,15.4,0,2.6,0,4.5,25,13.7,42,18.3,0,57.8,100,1/10/2021
20211002,275,29,0,11.6,0,6.4,0,5,25,23.3,42,15.9,0,39.7,100,2/10/2021
20211003,276,28.5,0,13.6,0,0,0,7.7,25,24.4,42,12.8,0,32.9,82.2,3/10/2021
20211004,277,29.3,0,12.5,0,0,0,7.9,25,24.6,42,21.6,0,53,100,4/10/2021
20211005,278,28.4,0,15.1,0,0,0,7.2,25,25.1,42,6.5,0,16.8,37.9,5/10/2021
20211006,279,25.5,0,11.2,0,0,0,5.2,25,25.3,42,7.5,0,23,56.4,6/10/2021
20211007,280,25.1,0,13,0,0,0,5.2,25,23,42,15.2,0,47.7,100,7/10/2021
20211008,281,27.4,0,16.2,0,0.2,0,5,25,25.5,42,18.2,0,49.9,98.9,8/10/2021
20211009,282,27,0,16.6,0,0,0,5.9,25,24.9,42,18.9,0,53,100,9/10/2021
20211010,283,26.8,0,19.4,0,0,0,7.1,25,25.7,42,17.4,0,49.4,77.3,10/10/2021
20211011,284,26.2,0,18.7,0,0,0,4.7,25,21.8,42,18.1,0,53.2,84,11/10/2021
20211012,285,22.6,0,15.9,0,32,0,1.8,25,12.1,42,18,0,65.7,99.7,12/10/2021
20211013,286,24.7,0,16.5,0,2.8,0,3.2,25,22.2,42,19.9,0,64,100,13/10/2021
20211014,287,26.2,0,17.5,0,57.6,0,2.4,25,12.5,42,18.9,0,55.6,94.6,14/10/2021
20211015,288,28.2,0,17.9,0,3.8,0,8.3,25,22.7,42,24.1,0,63,100,15/10/2021
20211016,289,28,0,12.8,0,3.4,0,7.6,25,26.8,42,9.5,0,25.1,64.3,16/10/2021
20211017,290,25.7,0,10.7,0,0,0,6.3,25,26.9,42,10.5,0,31.8,81.7,17/10/2021
20211018,291,25.6,0,17.2,0,0,0,3.1,25,15.3,42,22.1,0,67.3,100,18/10/2021
20211019,292,25.7,0,14.5,0,14.6,0,4.1,25,26.5,42,18.2,0,55.1,100,19/10/2021
20211020,293,25.7,0,15.8,0,0,0,4.4,25,26.4,42,19.4,0,58.8,100,20/10/2021
20211021,294,26.1,0,16.6,0,0.2,0,3.2,25,21.4,42,20.6,0,60.9,100,21/10/2021
20211022,295,25.1,0,19.2,0,3,0,3.1,25,20.2,42,24,0,75.3,100,22/10/2021
20211023,296,31,0,15,0,81,0,6.3,25,24.4,42,24.4,0,54.3,100,23/10/2021
20211024,297,33.2,0,20.1,0,0,0,6.3,25,26.5,42,14.7,0,28.9,62.5,24/10/2021
20211025,298,26,0,21.3,0,0,0,3.1,25,17,42,22,0,65.5,86.9,25/10/2021
20211026,299,26.1,0,19.6,0,3.2,0,4,25,22.2,42,20.6,0,60.9,90.4,26/10/2021
20211027,300,27,0,19,0,4.6,0,3.8,25,27,42,24,0,67.3,100,27/10/2021
20211028,301,27.6,0,22.9,0,0,0,6,25,27.8,42,24.9,0,67.4,89.2,28/10/2021
20211029,302,29.5,0,22.6,0,1,0,3.6,25,11.4,42,22.4,0,54.3,81.7,29/10/2021
20211030,303,31.1,0,19.1,0,0.4,0,5.1,25,26.5,42,23.1,0,51.1,100,30/10/2021
20211031,304,22.8,0,18.5,0,18.4,0,6.1,25,18.1,42,18.3,0,66,86,31/10/2021
20211101,305,24.1,0,16,0,0.2,0,3.6,25,17.9,42,13.4,0,44.7,73.7,1/11/2021
20211102,306,24.5,0,19.7,0,0,0,4,25,19.8,42,16.4,0,53.4,71.5,2/11/2021
20211103,307,24.4,0,17.2,0,0,0,4.1,25,23.3,42,15.8,0,51.7,80.6,3/11/2021
20211104,308,24.3,0,14.9,0,0,0,3.6,25,22.4,42,14.7,0,48.4,86.8,4/11/2021
20211105,309,24.4,0,20,0,0,0,3.9,25,18,42,16,0,52.4,68.5,5/11/2021
20211106,310,24.7,0,17.1,0,4.8,0,3.5,25,25.3,42,19.1,0,61.4,98,6/11/2021
20211107,311,25.8,0,19.9,0,0.2,0,5.1,25,23,42,20.1,0,60.5,86.5,7/11/2021
20211108,312,27,0,20.3,0,11.2,0,3.8,25,17.5,42,22.1,0,62,92.8,8/11/2021
20211109,313,26.5,0,21,0,12.6,0,4.6,25,22.2,42,23.2,0,67,93.3,9/11/2021
20211110,314,27.2,0,22.9,0,0,0,3.3,25,23,42,27.3,0,75.7,97.8,10/11/2021
20211111,315,28.4,0,23.2,0,7.4,0,4.5,25,15.5,42,28.1,0,72.6,98.9,11/11/2021
20211112,316,27.1,0,23,0,39.6,0,7.6,25,9.5,42,27.6,0,77,98.3,12/11/2021
20211113,317,27.1,0,16.7,0,0.8,0,8.4,25,29.7,42,11.3,0,31.5,59.5,13/11/2021
20211114,318,28.1,0,13.5,0,0,0,6.9,25,29.9,42,10,0,26.3,64.7,14/11/2021
20211115,319,30.2,0,13.4,0,0,0,7.6,25,29.9,42,8.9,0,20.7,57.9,15/11/2021
20211116,320,28.4,0,15.1,0,0,0,7,25,25.8,42,12,0,31,70,16/11/2021
20211117,321,25.8,0,19.4,0,0,0,2.9,25,22.6,42,19.6,0,59,87,17/11/2021
20211118,322,25.1,0,19.6,0,3.2,0,3.8,25,23.2,42,18.2,0,57.1,79.8,18/11/2021
20211119,323,26,0,15.8,0,0,0,5.5,25,29.4,42,18.5,0,55.1,100,19/11/2021
20211120,324,27,0,18.8,0,0,0,4.5,25,29.3,42,20.1,0,56.4,92.7,20/11/2021
20211121,325,26.1,0,21.1,0,0,0,3.4,25,15.9,42,21.4,0,63.3,85.6,21/11/2021
20211122,326,25.6,0,20.1,0,11.6,0,4.1,25,15.3,42,23.7,0,72.2,100,22/11/2021
20211123,327,26.7,0,19.7,0,5.2,0,2.2,25,22.7,42,23.1,0,66,100,23/11/2021
20211124,328,26.4,0,20,0,84.4,0,2.8,25,23.3,42,26.9,0,78.2,100,24/11/2021
20211125,329,25.1,0,21.5,0,12,0,1.6,25,7.7,42,25.2,0,79.1,98.3,25/11/2021
20211126,330,27,0,22.2,0,6.6,0,3.9,25,20.4,42,27.9,0,78.3,100,26/11/2021
20211127,331,26.4,0,22,0,1,0,4,25,16.7,42,24.1,0,70,91.2,27/11/2021
20211128,332,26.7,0,21.2,0,0,0,2.9,25,24.8,42,20,0,57.1,79.5,28/11/2021
20211129,333,26.6,0,20.7,0,0,0,3.8,25,19.3,42,21.4,0,61.5,87.7,29/11/2021
20211130,334,24.7,0,20.5,0,44,0,2.2,25,6.2,42,24.3,0,78.1,100,30/11/2021
20211201,335,25.6,0,21.2,0,27.4,0,3.3,25,8.7,42,25.3,0,77.1,100,1/12/2021
20211202,336,27.8,0,21.4,0,37.4,0,3.8,25,26.8,42,26.1,0,69.9,100,2/12/2021
20211203,337,28.3,0,20.7,0,0,0,6,25,30.2,42,24.7,0,64.2,100,3/12/2021
20211204,338,28.5,0,20.2,0,0,0,7.3,25,30.8,42,23.8,0,61.2,100,4/12/2021
20211205,339,26.9,0,18.3,0,7.2,0,5.5,25,26.4,42,21,0,59.3,99.9,5/12/2021
20211206,340,26.9,0,18.1,0,0,0,3.9,25,28.1,42,22.8,0,64.3,100,6/12/2021
20211207,341,27.4,0,19.4,0,0,0,3.7,25,23.9,42,25,0,68.5,100,7/12/2021
20211208,342,28.4,0,21.5,0,1.6,0,3.9,25,15,42,24.7,0,63.9,96.4,8/12/2021
20211209,343,29,0,19.3,0,12.2,0,6.2,25,29.1,42,20.9,0,52.2,93.4,9/12/2021
20211210,344,30.6,0,19.1,0,49,0,6.9,25,26.1,42,23.4,0,53.3,100,10/12/2021
20211211,345,28.2,0,15.9,0,0,0,6.9,25,31.3,42,13,0,34,72,11/12/2021
20211212,346,27,0,20.2,0,0,0,5.7,25,30.8,42,21.2,0,59.5,89.6,12/12/2021
20211213,347,27.2,0,19.2,0,0,0,5.8,25,30.4,42,20,0,55.5,89.9,13/12/2021
20211214,348,28.3,0,18.1,0,0,0,6.5,25,31.4,42,14.2,0,36.9,68.4,14/12/2021
20211215,349,28,0,18.2,0,0,0,4.8,25,31.4,42,17.3,0,45.8,82.8,15/12/2021
20211216,350,29.4,0,19.3,0,0,0,4.9,25,29.1,42,21.3,0,52,95.2,16/12/2021
20211217,351,29,0,20.6,0,0,0,5.2,25,29.7,42,22.8,0,56.9,94,17/12/2021
20211218,352,28,0,21.2,0,0,0,6.7,25,30.6,42,20.9,0,55.3,83.1,18/12/2021
20211219,353,28.3,0,19.4,0,0,0,7.6,25,31,42,22.8,0,59.3,100,19/12/2021
20211220,354,29.8,0,20.7,0,0,0,5.3,25,30.3,42,22.1,0,52.7,90.6,20/12/2021
20211221,355,30.1,0,22,0,0,0,6.1,25,27.7,42,22,0,51.6,83.2,21/12/2021
20211222,356,29.7,0,21.1,0,0,0,6.3,25,31.4,42,21.4,0,51.3,85.6,22/12/2021
20211223,357,29.7,0,20.3,0,0,0,4.3,25,25,42,25.2,0,60.4,100,23/12/2021
20211224,358,30.6,0,23.2,0,0.6,0,4.1,25,19.9,42,27.3,0,62.2,96,24/12/2021
20211225,359,29.3,0,22.6,0,0,0,4.6,25,16.8,42,24.1,0,59.1,87.9,25/12/2021
20211226,360,27.8,0,20.7,0,6.2,0,4.6,25,19.2,42,24.9,0,66.7,100,26/12/2021
20211227,361,29.1,0,21.6,0,0,0,5.1,25,18.2,42,23.1,0,57.3,89.6,27/12/2021
20211228,362,25,0,19,0,22.6,0,3,25,16.9,42,19.5,0,61.6,88.8,28/12/2021
20211229,363,26.4,0,18.8,0,0,0,3.6,25,18.2,42,20.1,0,58.4,92.7,29/12/2021
20211230,364,27,0,17,0,0,0,3.7,25,23.2,42,18.7,0,52.5,96.6,30/12/2021
20211231,365,24.7,0,19.2,0,0,0,3.8,25,12.3,42,22.5,0,72.3,100,31/12/2021
20220101,1,25.6,0,20.6,0,8,0,2.4,25,7.9,42,24.6,0,75,100,1/01/2022
20220102,2,27.9,0,19,0,13.6,0,6.4,25,19.5,42,21.7,0,57.8,98.8,2/01/2022
20220103,3,29.7,0,19.4,0,0.2,0,6.3,25,20.3,42,20.1,0,48.2,89.3,3/01/2022
20220104,4,30.9,0,22.3,0,0,0,4.9,25,20.1,42,21.7,0,48.6,80.6,4/01/2022
20220105,5,29.1,0,22.6,0,1.2,0,3.5,25,25.7,42,27.6,0,68.5,100,5/01/2022
20220106,6,28.7,0,23.3,0,5.4,0,3.7,25,21.5,42,27.8,0,70.6,97.2,6/01/2022
20220107,7,27.5,0,24,0,2.4,0,2,25,10.3,42,29.3,0,79.8,98.2,7/01/2022
20220108,8,26.9,0,23.6,0,8.2,0,2.7,25,5.9,42,27.8,0,78.4,95.5,8/01/2022
20220109,9,29.2,0,23.7,0,0,0,3.8,25,26.1,42,28.3,0,69.8,96.6,9/01/2022
20220110,10,28.6,0,21.7,0,0.4,0,4.5,25,30.8,42,24.1,0,61.6,92.9,10/01/2022
20220111,11,28.2,0,22.1,0,7,0,4.3,25,28.8,42,23,0,60.2,86.5,11/01/2022
20220112,12,28.4,0,19.5,0,0.6,0,4.5,25,27.7,42,23.1,0,59.7,100,12/01/2022
20220113,13,28.8,0,20.2,0,2.6,0,5.1,25,30.1,42,21.2,0,53.5,89.6,13/01/2022
20220114,14,28.8,0,18.4,0,0,0,7.6,25,29.6,42,22.4,0,56.6,100,14/01/2022
20220115,15,28.8,0,20.6,0,0,0,5.5,25,30.6,42,22.1,0,55.8,91.1,15/01/2022
20220116,16,29.5,0,21.7,0,3.4,0,4.1,25,28.1,42,22.4,0,54.3,86.3,16/01/2022
20220117,17,31.3,0,23.4,0,0,0,3.4,25,28.6,42,24.9,0,54.5,86.5,17/01/2022
20220118,18,29.8,0,23.5,0,0,0,5.3,25,28.7,42,27.6,0,65.8,95.4,18/01/2022
20220119,19,30.5,0,23.7,0,0,0,3.8,25,28.5,42,25,0,57.3,85.3,19/01/2022
20220120,20,26.9,0,21.4,0,8.4,0,2.4,25,10.7,42,25.6,0,72.2,100,20/01/2022
20220121,21,27.5,0,21,0,14.4,0,5.2,25,24.6,42,19.5,0,53.1,78.4,21/01/2022
20220122,22,27.2,0,19,0,1,0,4.5,25,22.8,42,21.3,0,59.1,97,22/01/2022
20220123,23,27.5,0,18.3,0,0,0,4.8,25,25,42,19.9,0,54.2,94.7,23/01/2022
20220124,24,27.7,0,18.6,0,0,0,4.9,25,26.5,42,19.5,0,52.5,91,24/01/2022
20220125,25,29.3,0,21.5,0,0,0,3.4,25,23.8,42,21.7,0,53.2,84.7,25/01/2022
20220126,26,26.1,0,22.8,0,15,0,2.7,25,9.7,42,26.8,0,79.3,96.6,26/01/2022
20220127,27,27.8,0,22,0,5.4,0,3,25,18.3,42,21.3,0,57,80.6,27/01/2022
20220128,28,29.4,0,21.4,0,1.4,0,3.5,25,27,42,24.9,0,60.7,97.7,28/01/2022
20220129,29,29.5,0,21.5,0,3.6,0,1.2,25,27.5,42,25.2,0,61.1,98.3,29/01/2022
20220130,30,30.1,0,20.5,0,0,0,4.7,25,27,42,26.1,0,61.2,100,30/01/2022
20220131,31,30.7,0,22.5,0,0,0,4.3,25,27.1,42,24,0,54.3,88.1,31/01/2022
20220201,32,32.5,0,24.1,0,0,0,5.6,25,24.2,42,28.1,0,57.5,93.6,1/02/2022
20220202,33,32.6,0,25.2,0,0,0,4.6,25,15.9,42,30.6,0,62.2,95.5,2/02/2022
